Date,Real_Rate,Policy_Deviations,Baa_Spread,VIX,Michigan_Sentiment,TR_CAPE,M2,Gold,BankCredit,Bubble
2010-12-01,2.62811,1.71938,2.81,21.36,74.5,9.95113283,3.646402349,21.55279503,2.275361393,0
2011-01-01,2.40647,1.64262,2.7,17.61,74.2,11.60949868,4.331210191,22.55221644,2.724563587,0
2011-02-01,2.45555,1.69171,2.57,17.63,77.5,17.48980517,4.472536235,21.32379249,3.053481592,0
2011-03-01,2.20021,1.43637,2.62,21.01,67.5,8.594757198,5.200793083,25.31495344,2.419685744,0
2011-04-01,2.14446,1.22395,2.56,17.4,69.8,5.714285714,5.555750371,27.9080212,-0.990621497,0
2011-05-01,1.7159,0.79539,2.61,15.99,74.3,12.08112875,5.731011813,28.30155828,-0.458482993,0
2011-06-01,1.41632,0.49581,2.75,18.3,71.5,11.43641354,6.354596449,25.30280405,-0.045385671,0
2011-07-01,1.25852,0.49274,2.76,15.87,63.7,14.46945338,8.089307623,23.99221348,-0.182138266,0
2011-08-01,0.33484,-0.43094,3.06,23.66,55.8,0.959780622,9.632605143,31.8357083,-0.035208119,0
2011-09-01,-0.00772,-0.7735,3.29,31.82,59.5,-3.725055432,9.478259872,44.41519987,0.237293366,0
2011-10-01,0.04208,-0.83929,3.22,45.45,60.8,-5.449127288,9.230558692,39.40991345,0.46561212,0
2011-11-01,-0.1282,-1.00957,3.13,34.77,63.7,-6.544393497,9.562763815,24.08345753,0.814170025,0
2011-12-01,-0.29666,-1.17803,3.27,27.41,69.9,-8.606060606,9.685024198,26.94357252,1.395780844,0
2012-01-01,-0.30735,-1.31746,3.26,22.97,75.0,-7.840819543,10.23492968,18.81921473,2.557962852,0
2012-02-01,-0.18982,-1.19993,3.17,18.55,75.3,-7.327419977,10.02581659,22.09525214,4.010889335,0
2012-03-01,-0.07834,-1.08845,3.06,17.26,76.2,-3.759398496,9.804839969,26.94689298,4.334535323,0
2012-04-01,-0.26443,-1.13998,3.14,15.64,76.4,-5.914610262,9.62748051,17.54213483,4.555005577,0
2012-05-01,-0.45226,-1.32781,3.27,16.6,79.3,-9.126671912,9.231326969,11.96227439,4.923411441,0
2012-06-01,-0.57229,-1.44784,3.4,26.66,73.2,-6.937602627,9.113297809,4.972192797,5.140057717,0
2012-07-01,-0.57996,-1.28496,3.34,16.8,72.3,-7.02247191,7.784809449,4.448223981,5.42251845,0
2012-08-01,-0.25525,-0.96026,3.23,18.96,74.3,6.971480308,6.417780391,1.34155646,5.341661902,0
2012-09-01,-0.28824,-0.99325,3.12,17.98,78.3,10.73238139,7.032780531,-7.392641531,5.467183097,0
2012-10-01,-0.24465,-0.91089,2.83,16.32,82.6,7.248986943,7.357409089,-1.546362662,5.201533599,0
2012-11-01,-0.30285,-0.9691,2.86,16.69,82.7,2.899197145,7.497559659,4.912322844,5.332723234,0
2012-12-01,-0.17969,-0.84594,2.91,16.64,72.9,3.713527851,8.235683138,-1.0293272,5.698922171,0
2013-01-01,0.0002,-0.77506,2.82,14.68,73.8,3.420265071,7.662171171,2.190885432,5.168737218,0
2013-02-01,-0.00874,-0.784,2.87,12.9,77.6,1.414898044,7.288159801,0.899704124,4.253577515,0
2013-03-01,0.07098,-0.70428,2.89,15.36,78.6,1.891447368,7.380512279,-6.599334328,3.994295638,0
2013-04-01,0.04444,-0.60155,2.83,13.58,76.4,3.996669442,7.076910645,-4.833313419,4.195414304,0
2013-05-01,0.28445,-0.36154,2.8,14.49,84.5,12.03463203,6.956652922,-9.999393976,3.83709981,0
2013-06-01,0.6769,0.03091,2.89,16.28,84.1,11.82179091,6.784180565,-10.84831284,3.720726719,0
2013-07-01,0.87978,0.11149,2.74,16.37,85.1,12.1277514,6.614542456,-15.92659861,3.11799291,0
2013-08-01,0.95789,0.1896,2.68,12.94,82.1,9.3101989,6.444102443,-19.27348014,2.619088973,0
2013-09-01,1.05806,0.28977,2.66,16.61,77.5,7.820299501,6.199714191,-17.15252153,2.396523533,0
2013-10-01,0.93316,0.07984,2.69,15.54,73.2,10.66330814,6.723849535,-22.68271711,2.53739136,0
2013-11-01,0.97833,0.12501,2.66,13.28,75.1,18.11876896,6.096524276,-24.65941614,2.267218141,0
2013-12-01,1.15914,0.30583,2.48,14.23,82.5,17.13554987,5.474299244,-25.87298821,2.088279851,0
2014-01-01,1.25297,0.66659,2.33,14.23,81.2,13.55932203,5.906111873,-27.4267101,2.134622612,0
2014-02-01,1.15519,0.56882,2.39,21.44,81.6,11.48953632,6.338550482,-25.50568522,2.826187706,0
2014-03-01,1.07434,0.48797,2.34,16.0,80.0,11.2590799,6.111851999,-20.06635537,3.557603926,0
2014-04-01,0.88894,0.03156,2.19,13.1,84.1,9.567654123,6.260141127,-16.12153933,3.391388451,0
2014-05-01,0.61447,-0.24291,2.2,13.25,81.9,6.414219474,6.523926392,-12.53114268,4.005379609,0
2014-06-01,0.67714,-0.18025,2.2,11.58,82.5,11.28205128,6.466335587,-8.914043155,4.592485754,0
2014-07-01,0.69504,-0.26916,2.19,11.15,81.8,9.661277906,6.587149979,-4.715435042,5.387642124,0
2014-08-01,0.6836,-0.2806,2.27,17.03,82.5,9.407665505,6.236561133,1.88855211,6.027330351,0
2014-09-01,0.78905,-0.17515,2.27,12.25,84.6,10.26234568,6.024884793,-3.793333828,6.455006052,0
2014-10-01,0.48237,-0.37611,2.39,16.71,86.9,5.235204856,5.497439449,-8.15539739,6.409642544,0
2014-11-01,0.58841,-0.27008,2.46,14.73,88.8,7.596330275,5.784446731,-7.118978879,6.643699048,0
2014-12-01,0.58758,-0.2709,2.53,14.29,93.6,7.423580786,5.920635783,-7.799028061,7.244429614,0
2015-01-01,0.24837,-0.62138,2.57,17.79,98.1,6.188569348,6.037274232,-1.885098743,7.742233362,0
2015-02-01,0.29192,-0.57783,2.53,19.43,95.4,9.385351491,6.459689534,0.570372751,7.735325907,0
2015-03-01,0.29462,-0.57513,2.5,13.04,93.0,6.710192238,6.102093751,-5.67255957,7.834982258,0
2015-04-01,0.13717,-0.82315,2.54,15.11,95.9,7.709170625,5.980113636,-11.78803982,7.994648268,0
2015-05-01,0.44906,-0.51126,2.69,12.7,90.7,7.080610022,5.618572627,-7.782909931,8.040465737,0
2015-06-01,0.58273,-0.37758,2.77,13.97,96.1,3.296703297,5.463074396,-6.866019417,7.887082398,0
2015-07-01,0.48537,-0.40324,2.88,16.09,93.1,1.825201825,5.339907679,-7.6303651,7.422121342,0
2015-08-01,0.31937,-0.56924,3.02,12.56,91.9,-0.035385704,5.506652126,-13.80625477,7.526420721,0
2015-09-01,0.2729,-0.61571,3.17,31.4,87.2,-5.738278516,5.659918113,-13.77314815,7.351273441,0
2015-10-01,0.15647,-0.63086,3.27,22.55,90.0,1.045421774,5.429496869,-9.226670972,7.643805682,0
2015-11-01,0.26257,-0.52476,3.2,14.15,91.3,-1.671214188,5.84686096,-5.169734151,7.841333628,0
2015-12-01,0.16849,-0.61884,3.22,14.67,92.6,-3.319783198,5.698219947,-7.702116807,7.642913626,0
2016-01-01,-0.05502,-0.9445,3.36,20.7,92.0,-8.77613987,6.083740499,-11.14530483,7.353600752,0
2016-02-01,-0.44257,-1.33205,3.56,19.98,91.7,-11.20457604,5.649442279,-12.34124131,7.174106498,0
2016-03-01,-0.25243,-1.1419,3.24,17.7,91.0,-5.200543848,6.093063501,-2.224576271,7.058732985,0
2016-04-01,-0.34665,-1.26173,2.98,13.1,89.0,-3.324287653,6.453558504,5.744103173,7.1188064,0
2016-05-01,-0.44456,-1.35964,2.87,14.68,94.7,-4.238724992,6.76974509,3.706486351,7.192022254,0
2016-06-01,-0.62221,-1.53729,2.89,14.2,93.5,-2.539464653,6.911774505,5.028771579,7.246992654,0
2016-07-01,-0.67014,-1.62024,2.72,14.77,90.0,1.103067908,6.975566843,8.032162505,7.735626622,0
2016-08-01,-0.74873,-1.69883,2.68,12.44,89.8,4.814159292,7.278169626,18.34513274,7.48664903,0
2016-09-01,-0.64112,-1.59122,2.68,13.48,91.2,8.982925019,7.23500181,20.00894855,7.843769114,0
2016-10-01,-0.44456,-1.35624,2.62,13.57,87.2,3.92436675,7.384832174,17.91907514,7.907024405,0
2016-11-01,-0.00542,-0.9171,2.57,18.56,93.8,2.254595907,7.184387071,9.255585267,7.273039619,0
2016-12-01,0.29288,-0.61881,2.34,14.07,98.2,7.182901191,6.932013874,13.84360321,6.456321438,0
2017-01-01,0.17979,-0.74744,2.23,12.85,98.5,15.70838031,6.354549816,7.778713844,6.181972388,0
2017-02-01,0.18465,-0.74258,2.22,11.81,96.3,19.09814324,6.273552655,8.675050118,5.883580272,0
2017-03-01,0.43415,-0.49308,2.2,12.54,96.9,14.34205809,6.332251168,2.875239603,5.241661258,0
2017-04-01,0.40343,-0.47472,2.27,12.38,97.0,11.12280702,6.111898017,-1.219610046,4.837063621,0
2017-05-01,0.56291,-0.31525,2.25,10.11,97.1,13.66855524,5.962426614,1.875553409,4.509688896,0
2017-06-01,0.49088,-0.38727,2.18,9.89,95.0,14.64788732,5.633638219,-1.14340162,3.977109378,0
2017-07-01,0.64304,-0.26613,2.07,11.22,93.4,11.89907944,5.630076728,-1.261360075,3.65136653,0
2017-08-01,0.55476,-0.35441,2.1,10.09,96.8,10.469436,5.400843231,-7.560008973,3.53616368,0
2017-09-01,0.60461,-0.30456,2.1,10.13,95.1,12.29564033,5.284559083,-4.384460517,3.257683723,0
2017-10-01,0.60036,-0.48882,1.96,9.45,100.7,15.96292482,5.148197597,-0.829562594,3.191392185,0
2017-11-01,0.61239,-0.47679,1.92,10.2,98.5,15.90909091,4.809195053,1.018474657,3.390914133,0
2017-12-01,0.62983,-0.45935,1.82,11.43,95.9,14.48185682,4.89713521,3.745954693,3.928424784,1
2018-01-01,0.68873,-0.52808,1.68,9.77,95.7,17.99285482,4.37946875,9.544901859,3.812648522,1
2018-02-01,0.9823,-0.23452,1.65,13.47,99.7,11.13585746,4.129480149,11.66359215,3.523394877,0
2018-03-01,0.71722,-0.4996,1.8,22.47,101.4,8.748824083,4.075599276,7.866169799,3.509553984,0
2018-04-01,0.71936,-0.47056,1.8,23.62,98.8,6.567729713,3.776131468,7.602956705,3.747605755,0
2018-05-01,0.707,-0.48291,1.85,15.49,98.0,6.043613707,3.788958904,5.459860936,3.623452802,0
2018-06-01,0.66448,-0.52543,1.92,13.46,98.2,5.835380835,4.066821551,4.658634538,4.195413135,0
2018-07-01,0.6224,-0.49993,1.9,15.6,97.9,5.819622182,3.883837419,1.690073792,4.157309375,0
2018-08-01,0.76911,-0.35323,1.88,13.15,96.2,7.826352797,3.797551665,0.186054037,4.024544978,0
2018-09-01,0.80232,-0.32001,1.88,13.16,100.1,7.734303913,3.68942651,-6.316774546,3.92671006,0
2018-10-01,1.02359,-0.04147,1.92,12.0,98.6,0.029603316,3.331084072,-8.859315589,3.698378934,0
2018-11-01,0.90462,-0.16044,2.1,19.34,97.5,-3.77524144,3.227674467,-5.009769441,3.723950059,0
2018-12-01,0.58147,-0.48359,2.3,16.44,98.3,-11.99314677,3.667344203,-4.780472588,4.203586168,0
2019-01-01,0.53057,-0.55114,2.41,23.22,91.2,-14.86374897,4.05454074,-1.062395941,4.850958395,0
2019-02-01,0.53891,-0.5428,2.27,16.14,93.8,-7.787002577,4.036840933,-2.996170309,5.147113862,0
2019-03-01,0.50344,-0.57827,2.27,13.57,98.4,-6.978085352,3.936748712,-0.856177244,5.403734878,0
2019-04-01,0.43866,-0.72808,2.17,13.4,97.2,-2.577777778,4.006031199,-1.7966332,5.355792285,0
2019-05-01,0.42757,-0.73917,2.23,14.8,100.0,-6.198589894,4.290513609,-3.611298419,5.652955908,0
2019-06-01,-0.0046,-1.17134,2.39,18.86,98.2,-7.167730702,4.688197648,-1.458173446,5.576377499,0
2019-07-01,-0.1057,-1.39513,2.22,14.06,98.4,-5.643535848,5.014776375,6.039325843,5.659767898,0
2019-08-01,-0.69114,-1.98056,2.24,17.87,89.8,-11.00085058,5.219143435,14.08962455,6.190631041,0
2019-09-01,-0.63001,-1.91943,2.21,19.66,93.2,-9.994369369,5.636960356,24.76483809,6.661015494,0
2019-10-01,-0.62781,-1.90011,2.21,18.56,95.5,-6.599585676,6.501467552,26.09929078,6.611563787,0
2019-11-01,-0.5447,-1.81699,2.13,12.3,96.8,-0.669099757,7.12512622,22.9883166,6.700818978,0
2019-12-01,-0.4306,-1.70289,2.02,14.91,99.3,7.754704737,6.712277335,20.39312039,6.011890104,0
2020-01-01,-0.52174,-1.80088,2.01,12.47,99.8,9.666989977,6.719460616,18.27870823,5.315648589,1
2020-02-01,-0.86766,-2.1468,2.11,17.97,101.0,4.439615026,6.807446897,20.81591578,5.454784509,1
2020-03-01,-1.22774,-2.50688,3.42,33.42,89.1,-15.74705518,10.10312401,20.98325884,8.590524279,0
2020-04-01,-0.77093,-2.01898,3.47,57.06,71.8,-13.59489051,16.84221375,22.36912906,10.84947868,0
2020-05-01,-0.54846,-1.7965,3.28,37.19,72.3,-6.201064829,21.84625044,30.81228138,10.90202487,0
2020-06-01,-0.45368,-1.70173,2.91,28.23,78.1,-1.18787121,22.81232652,33.67601246,10.31184137,0
2020-07-01,-0.9407,-2.2573,2.69,28.62,72.5,-0.976502899,23.18982058,27.46136865,10.2444192,0
2020-08-01,-1.07239,-2.389,2.62,24.28,74.1,8.85632367,22.96396982,30.45293701,9.704651933,1
2020-09-01,-1.03906,-2.35567,2.68,26.12,80.4,5.786675008,23.71834959,31.34507606,9.140986691,1
2020-10-01,-0.84641,-2.14235,2.65,26.7,81.8,8.71356147,23.62978249,27.1885132,8.850894335,1
2020-11-01,-0.79938,-2.09532,2.43,37.13,76.9,9.032455603,24.23397417,27.1273749,8.68844445,1
2020-12-01,-0.69431,-1.99025,2.23,20.77,80.7,11.50255947,24.66249674,26.76870748,8.505228095,1
2021-01-01,-0.30724,-1.72578,2.16,26.97,79.0,11.55660377,25.57534638,25.74525745,8.763447751,1
2021-02-01,-0.01389,-1.43243,2.16,30.24,76.8,14.38763377,26.70007112,19.62580893,9.107334467,1
2021-03-01,-0.03723,-1.45577,2.13,23.35,84.9,41.2803532,23.94427841,13.21770709,6.421083118,1
2021-04-01,-1.32524,-2.78281,1.97,17.33,88.3,41.56986976,18.55778617,7.933915447,4.324121171,1
2021-05-01,-2.16468,-3.62225,2.0,18.31,82.9,33.58931553,14.43534565,4.682393487,4.650026632,1
2021-06-01,-2.90319,-4.36076,1.92,17.9,85.5,27.01676685,12.85368583,7.970170124,4.974928707,1
2021-07-01,-2.88735,-4.31647,1.92,15.48,81.2,26.1633282,12.73472511,5.911557557,5.09322182,1
2021-08-01,-2.66863,-4.09775,1.96,19.46,70.3,21.42230026,13.32313238,-1.963869148,5.589694357,1
2021-09-01,-2.64364,-4.07276,1.86,16.11,72.8,21.43701952,12.8120194,-9.377222392,6.108177222,1
2021-10-01,-3.00326,-4.69283,1.77,21.15,71.7,18.44943165,12.75111592,-7.538237436,7.249805318,1
2021-11-01,-3.41442,-5.10399,1.72,16.41,67.4,18.08480764,12.31723317,-6.493711519,7.934808773,1
2021-12-01,-4.03416,-5.72372,1.84,31.12,70.6,12.66540643,12.21855205,-2.323584653,9.048110393,1
2022-01-01,-4.29844,-5.71723,1.82,16.6,67.2,6.210359408,11.50637665,-3.733836207,9.702338961,1
2022-02-01,-4.52552,-5.9443,2.04,21.96,62.8,-0.285862786,10.65638602,-2.68880557,9.435165248,1
2022-03-01,-4.35031,-5.76909,2.16,33.32,59.4,-3.020833333,9.574038762,2.660103971,9.528440405,1
2022-04-01,-3.40731,-4.60591,1.91,19.63,65.2,-8.503232223,7.877807923,13.36282156,9.677706541,1
2022-05-01,-3.11981,-4.31841,2.22,32.34,58.4,-16.79580105,6.16770922,9.774649486,9.488828536,0
2022-06-01,-2.76797,-3.96657,2.13,25.69,50.0,-21.49439601,5.714871855,-0.264407511,9.962693607,0
2022-07-01,-3.00047,-4.28855,2.31,26.7,51.5,-23.15583781,4.913177107,-0.043606236,10.13643051,0
2022-08-01,-3.39379,-4.68187,2.25,22.84,58.2,-19.7879007,3.824419778,-3.912345747,9.933315593,0
2022-09-01,-3.1129,-4.40098,2.17,25.56,58.6,-25.49306063,2.583034625,-1.025784753,9.24191815,0
2022-10-01,-2.31578,-3.56399,2.28,30.1,59.9,-27.78051181,1.334764903,-5.305800934,8.121159205,0
2022-11-01,-2.07484,-3.32304,2.18,25.81,56.7,-26.87277051,0.193743902,-6.325623276,7.318171187,0
2022-12-01,-2.06401,-3.31222,1.97,19.84,59.8,-26.46212848,-1.173210377,-5.147785958,6.745437629,0
2023-01-01,-2.00907,-3.1936,1.97,22.9,64.9,-23.63772083,-1.769558954,0.559691051,5.876774302,0
2023-02-01,-1.74546,-2.92999,1.84,17.87,66.9,-18.37372948,-2.308047037,4.502421841,5.478843047,0
2023-03-01,-1.90282,-3.08735,2.05,20.58,62.0,-18.77013963,-3.890651112,-0.096967085,3.927453958,0
2023-04-01,-2.05375,-3.10455,2.07,18.55,63.7,-15.35326087,-4.690574713,-1.802033063,2.539353285,0
2023-05-01,-1.76627,-2.81708,2.2,16.08,59.0,-6.458395915,-4.100835842,3.438647293,1.708851948,0
2023-06-01,-1.10767,-2.15848,2.0,15.65,64.2,2.823604061,-3.974513582,7.67732511,0.704063226,0
2023-07-01,-0.80347,-1.78511,1.84,13.57,71.5,6.261919898,-4.018168628,5.9493947,0.062680797,0
2023-08-01,-0.23485,-1.2165,1.85,13.93,69.4,-1.502403846,-3.980210026,12.2379636,-0.336350275,0
2023-09-01,0.24464,-0.73701,1.78,13.09,67.8,5.326797386,-3.720070071,8.738743841,-0.417401768,0
2023-10-01,0.77436,-0.09059,1.83,17.61,63.8,5.996592845,-3.440453686,13.90374332,-0.509830728,0
2023-11-01,0.48523,-0.37972,1.79,16.87,61.3,5.528455285,-3.096249198,14.92940823,-0.762823086,0
2023-12-01,0.10636,-0.75859,1.62,12.63,69.7,10.78878748,-2.439783026,14.98986389,-0.938570595,0
2024-01-01,0.19327,-0.69745,1.62,13.2,79.0,12.8054741,-2.038169703,12.94595648,-0.753596236,0
2024-02-01,0.44212,-0.4486,1.56,13.88,76.9,13.92081737,-1.526587835,7.131570631,-0.706053315,1
2024-03-01,0.39547,-0.49525,1.54,13.11,79.4,20.46280992,0.119274581,9.096791588,0.535141236,1
2024-04-01,0.91639,0.0586,1.46,13.65,77.2,14.79935795,0.978784166,12.82480264,1.100201528,1
2024-05-01,1.08949,0.23169,1.47,15.39,69.1,16.98779705,0.944657039,16.75164967,1.470779686,1
2024-06-01,1.04944,0.19165,1.51,13.11,68.2,15.79759334,1.361228329,18.1841021,2.240018102,1
